"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
229,154,"MMR","Myanmar",13,"Shan",49,"Lasho",229,"Mong Yai","Village|Township","Village|Township",NA,NA
230,154,"MMR","Myanmar",13,"Shan",49,"Lasho",230,"Nampan","Village|Township","Village|Township",NA,NA
231,154,"MMR","Myanmar",13,"Shan",49,"Lasho",231,"Pang-Yang","Village|Township","Village|Township",NA,NA
232,154,"MMR","Myanmar",13,"Shan",49,"Lasho",232,"Pangwaum","Village|Township","Village|Township",NA,NA
233,154,"MMR","Myanmar",13,"Shan",49,"Lasho",233,"Tangyan","Village|Township","Village|Township",NA,NA
234,154,"MMR","Myanmar",13,"Shan",50,"Lauking",234,"Kong-Kyan","Village|Township","Village|Township",NA,NA
235,154,"MMR","Myanmar",13,"Shan",51,"Loilen",235,"Ke-Hsi","Village|Township","Village|Township",NA,NA
236,154,"MMR","Myanmar",13,"Shan",51,"Loilen",236,"Kunhing","Village|Township","Village|Township",NA,NA
237,154,"MMR","Myanmar",13,"Shan",51,"Loilen",237,"Lai-Hka","Village|Township","Village|Township",NA,NA
238,154,"MMR","Myanmar",13,"Shan",51,"Loilen",238,"Langkho","Village|Township","Village|Township",NA,NA
239,154,"MMR","Myanmar",13,"Shan",51,"Loilen",239,"Loi Lem","Village|Township","Village|Township",NA,"Loi Len"
240,154,"MMR","Myanmar",13,"Shan",51,"Loilen",240,"Mawkmai","Village|Township","Village|Township",NA,NA
241,154,"MMR","Myanmar",13,"Shan",51,"Loilen",241,"Mong Hsu","Village|Township","Village|Township",NA,NA
242,154,"MMR","Myanmar",13,"Shan",51,"Loilen",242,"Mong Kung","Village|Township","Village|Township",NA,NA
243,154,"MMR","Myanmar",13,"Shan",51,"Loilen",243,"Mong Nai","Village|Township","Village|Township",NA,NA
244,154,"MMR","Myanmar",13,"Shan",51,"Loilen",244,"Mong Pan","Village|Township","Village|Township",NA,NA
245,154,"MMR","Myanmar",13,"Shan",51,"Loilen",245,"Namsang","Village|Township","Village|Township",NA,"Nansang"
246,154,"MMR","Myanmar",13,"Shan",52,"Mongphat",246,"Mong Hpayak","Village|Township","Village|Township",NA,NA
247,154,"MMR","Myanmar",13,"Shan",52,"Mongphat",247,"Mong Yawng","Village|Township","Village|Township",NA,NA
248,154,"MMR","Myanmar",13,"Shan",53,"Mongsat",248,"Mong Hsat","Village|Township","Village|Township",NA,NA
249,154,"MMR","Myanmar",13,"Shan",53,"Mongsat",249,"Mong Ping","Village|Township","Village|Township",NA,NA
250,154,"MMR","Myanmar",13,"Shan",53,"Mongsat",250,"Mong Tung","Village|Township","Village|Township",NA,NA
251,154,"MMR","Myanmar",13,"Shan",54,"Muse",251,"Kutkai","Village|Township","Village|Township",NA,NA
252,154,"MMR","Myanmar",13,"Shan",54,"Muse",252,"Mu-Se","Village|Township","Village|Township",NA,NA
253,154,"MMR","Myanmar",13,"Shan",54,"Muse",253,"Namhkan","Village|Township","Village|Township",NA,NA
254,154,"MMR","Myanmar",13,"Shan",55,"Tarchilaik",254,"Tachilek","Village|Township","Village|Township",NA,NA
255,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",255,"Ho-Pong","Village|Township","Village|Township",NA,"Hopong"
256,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",256,"Hsi Hseng","Village|Township","Village|Township",NA,NA
257,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",257,"Kalaw","Village|Township","Village|Township",NA,NA
258,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",258,"Lawksawk","Village|Township","Village|Township",NA,NA
259,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",259,"Pekhon","Village|Township","Village|Township",NA,"Pekon"
260,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",260,"Pindaya","Village|Township","Village|Township",NA,"Pingdaya"
261,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",261,"Pinlaung","Village|Township","Village|Township",NA,NA
262,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",262,"Taunggyi","Village|Township","Village|Township",NA,NA
263,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",263,"Yawunghwe","Village|Township","Village|Township",NA,"Nyaungshwe"
264,154,"MMR","Myanmar",13,"Shan",56,"Taunggye",264,"Ye-Ngan","Village|Township","Village|Township",NA,"Ywangan"
265,154,"MMR","Myanmar",14,"Tanintharyi",57,"Dawei",265,"Launglon","Village|Township","Village|Township",NA,NA
266,154,"MMR","Myanmar",14,"Tanintharyi",57,"Dawei",266,"Tavoy","Village|Township","Village|Township",NA,NA
267,154,"MMR","Myanmar",14,"Tanintharyi",57,"Dawei",267,"Thayetchaung","Village|Township","Village|Township",NA,NA
268,154,"MMR","Myanmar",14,"Tanintharyi",57,"Dawei",268,"Yebyu","Village|Township","Village|Township",NA,NA
269,154,"MMR","Myanmar",14,"Tanintharyi",58,"Kawthoung",269,"Bokpyin","Village|Township","Village|Township",NA,NA
270,154,"MMR","Myanmar",14,"Tanintharyi",58,"Kawthoung",270,"Kawthaung","Village|Township","Village|Township",NA,NA
271,154,"MMR","Myanmar",14,"Tanintharyi",59,"Mergui",271,"Mergui","Village|Township","Village|Township",NA,NA
272,154,"MMR","Myanmar",14,"Tanintharyi",59,"Mergui",272,"Palaw","Village|Township","Village|Township",NA,NA
273,154,"MMR","Myanmar",14,"Tanintharyi",59,"Mergui",273,"Tenasserim","Village|Township","Village|Township",NA,NA
274,154,"MMR","Myanmar",15,"Yangon",60,"Yangon-E",274,"Yangon (Rangoon)","Village|Township","Village|Township",NA,NA
275,154,"MMR","Myanmar",15,"Yangon",61,"Yangon-N",275,"Hlegu","Village|Township","Village|Township",NA,NA
276,154,"MMR","Myanmar",15,"Yangon",61,"Yangon-N",276,"Hmawbi","Village|Township","Village|Township",NA,NA
277,154,"MMR","Myanmar",15,"Yangon",61,"Yangon-N",277,"Htantabin","Village|Township","Village|Township",NA,NA
278,154,"MMR","Myanmar",15,"Yangon",61,"Yangon-N",278,"Taikkyi","Village|Township","Village|Township",NA,NA
279,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",279,"Insein","Village|Township","Village|Township",NA,NA
280,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",280,"Kawkhmu","Village|Township","Village|Township",NA,NA
281,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",281,"Kayan","Village|Township","Village|Township",NA,NA
282,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",282,"Kungyangon","Village|Township","Village|Township",NA,NA
283,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",283,"Kyauktan","Village|Township","Village|Township",NA,NA
284,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",284,"Syriam","Village|Township","Village|Township",NA,NA
285,154,"MMR","Myanmar",15,"Yangon",62,"Yangon-S",285,"Thongwa","Village|Township","Village|Township",NA,NA
286,154,"MMR","Myanmar",15,"Yangon",63,"Yangon-W",286,"Yangon (Rangoon)","Village|Township","Village|Township",NA,NA
